province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
Alberta,1,"(43,48]",Bachelor's degree,Not important at all,2,Living with a partner,Very satisfied,4413,0
Alberta,1,"(43,48]",Bachelor's degree,Not important at all,3,Married,Fairly satisfied,1842,1922
Alberta,1,"(43,48]",Bachelor's degree,Somewhat important,1,Divorced,Fairly satisfied,1754,1566
Alberta,1,"(43,48]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,7380,9658
Alberta,1,"(43,48]",Bachelor's degree,Very important,3,Married,Very satisfied,6913,3110
Alberta,1,"(43,48]",Bachelor's degree,Very important,4,Married,Very satisfied,5875,6120
Alberta,1,"(43,48]",Bachelor's degree,Very important,6,Married,Fairly satisfied,6261,7144
Alberta,1,"(43,48]",High school diploma or certificate,Don't know/ Prefer not to answer,2,Living with a partner,Don 't know/ Prefer not to answer,2034,1902
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,1,Married,Very satisfied,1279,0
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,1,Never Married,Very satisfied,2664,4419
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,2,Living with a partner,Fairly satisfied,2157,2015
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,2,Married,Very satisfied,2206,4202
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,4,Married,Very satisfied,2277,2474
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,5,Married,Very satisfied,4628,0
Alberta,1,"(43,48]",High school diploma or certificate,Not important at all,5,Never Married,Very satisfied,3466,0
Alberta,1,"(43,48]",High school diploma or certificate,Not very important,1,Never Married,Fairly satisfied,1530,1968
Alberta,1,"(43,48]",High school diploma or certificate,Not very important,2,Married,Very satisfied,2481,2578
Alberta,1,"(43,48]",High school diploma or certificate,Not very important,3,Married,Very satisfied,5804,7084
Alberta,1,"(43,48]",High school diploma or certificate,Somewhat important,2,Living with a partner,Very satisfied,2627,0
Alberta,1,"(43,48]",High school diploma or certificate,Somewhat important,3,Married,Very satisfied,3686,4413
Alberta,1,"(43,48]",High school diploma or certificate,Very important,2,Married,Very satisfied,7111,15631
Alberta,1,"(43,48]",High school diploma or certificate,Very important,3,Married,Very satisfied,5749,0
Alberta,1,"(43,48]",High school diploma or certificate,Very important,4,Married,Very satisfied,1630,0
Alberta,1,"(43,48]",High school diploma or certificate,Very important,6,Married,Very satisfied,6003,6583
Alberta,1,"(43,48]",Less than high school diploma,Not very important,1,Married,Very satisfied,1576,2525
Alberta,1,"(43,48]",Less than high school diploma,Somewhat important,1,Separated,Fairly satisfied,1222,0
Alberta,1,"(43,48]",Less than high school diploma,Somewhat important,5,Married,Very satisfied,6369,11574
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,1,Divorced,Very satisfied,1376,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Fairly satisfied,1418,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Not very satisfied,1218,1353
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,2316,2175
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Fairly satisfied,2679,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Very satisfied,3313,3238
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not very important,1,Never Married,Fairly satisfied,1126,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not very important,2,Married,Very satisfied,3441,6138
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Fairly satisfied,4586,5814
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Very satisfied,1886,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,1,Never Married,Not very satisfied,1248,2883
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,2,Living with a partner,Fairly satisfied,2245,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Fairly satisfied,2382,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Not very satisfied,2802,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,3,Living with a partner,Very satisfied,1120,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Fairly satisfied,4072,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,1068,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Very important,1,Divorced,Very satisfied,3112,4145
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Very important,2,Married,Very satisfied,1657,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,5846,6629
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Very important,4,Married,Fairly satisfied,4997,0
Alberta,1,"(43,48]",University certificate or diploma below the bachelor's level,Very important,5,Married,Fairly satisfied,3580,0
Alberta,1,"(43,48]","University certificate, diploma or degree above",Not important at all,4,Married,Very satisfied,2135,2630
Alberta,1,"(43,48]","University certificate, diploma or degree above",Somewhat important,1,Separated,Very satisfied,1071,3338
Alberta,1,"(43,48]","University certificate, diploma or degree above",Very important,2,Divorced,Very satisfied,6800,0
Alberta,1,"(43,48]","University certificate, diploma or degree above",Very important,3,Separated,Not at all satisfied,1166,2560
Alberta,1,"(43,48]","University certificate, diploma or degree above",Very important,4,Married,Fairly satisfied,1958,0
Alberta,1,"(43,48]","University certificate, diploma or degree above",Very important,4,Married,Very satisfied,1695,1509
Alberta,1,"(48,53]",Bachelor's degree,Not important at all,1,Divorced,Fairly satisfied,871,0
Alberta,1,"(48,53]",Bachelor's degree,Not important at all,1,Never Married,Fairly satisfied,703,0
Alberta,1,"(48,53]",Bachelor's degree,Not important at all,4,Married,Fairly satisfied,4349,5396
Alberta,1,"(48,53]",Bachelor's degree,Somewhat important,2,Married,Fairly satisfied,1845,2337
Alberta,1,"(48,53]",Bachelor's degree,Somewhat important,2,Never Married,Very satisfied,1871,3987
Alberta,1,"(48,53]",Bachelor's degree,Very important,2,Divorced,Very satisfied,1484,0
Alberta,1,"(48,53]",Bachelor's degree,Very important,2,Married,Fairly satisfied,1627,1754
Alberta,1,"(48,53]",Bachelor's degree,Very important,2,Married,Not at all satisfied,3254,4972
Alberta,1,"(48,53]",Bachelor's degree,Very important,3,Married,Fairly satisfied,1801,1871
Alberta,1,"(48,53]",Bachelor's degree,Very important,4,Married,Very satisfied,3597,8060
Alberta,1,"(48,53]",Bachelor's degree,Very important,6,Married,Very satisfied,2753,0
Alberta,1,"(48,53]",High school diploma or certificate,Not important at all,2,Married,Fairly satisfied,5837,8126
Alberta,1,"(48,53]",High school diploma or certificate,Not important at all,4,Married,Very satisfied,3193,0
Alberta,1,"(48,53]",High school diploma or certificate,Not very important,1,Divorced,Fairly satisfied,1102,1204
Alberta,1,"(48,53]",High school diploma or certificate,Not very important,2,Living with a partner,Very satisfied,1599,3662
Alberta,1,"(48,53]",High school diploma or certificate,Somewhat important,1,Divorced,Fairly satisfied,2203,0
Alberta,1,"(48,53]",High school diploma or certificate,Somewhat important,1,Divorced,Not very satisfied,524,478
Alberta,1,"(48,53]",High school diploma or certificate,Somewhat important,1,Never Married,Fairly satisfied,3424,3462
Alberta,1,"(48,53]",High school diploma or certificate,Somewhat important,2,Married,Very satisfied,1474,5562
Alberta,1,"(48,53]",High school diploma or certificate,Somewhat important,4,Married,Very satisfied,6533,8330
Alberta,1,"(48,53]",High school diploma or certificate,Very important,2,Living with a partner,Very satisfied,1840,1876
Alberta,1,"(48,53]",High school diploma or certificate,Very important,4,Married,Very satisfied,2051,2501
Alberta,1,"(48,53]",High school diploma or certificate,Very important,5,Married,Not very satisfied,4565,13473
Alberta,1,"(48,53]",Less than high school diploma,Not important at all,1,Never Married,Very satisfied,490,516
Alberta,1,"(48,53]",Less than high school diploma,Not very important,3,Married,Very satisfied,2888,0
Alberta,1,"(48,53]",Less than high school diploma,Not very important,4,Married,Very satisfied,1414,0
Alberta,1,"(48,53]",Less than high school diploma,Somewhat important,4,Married,Very satisfied,3940,0
Alberta,1,"(48,53]",Less than high school diploma,Very important,1,Never Married,Fairly satisfied,2179,3204
Alberta,1,"(48,53]",Less than high school diploma,Very important,3,Married,Very satisfied,4910,0
Alberta,1,"(48,53]",Not stated,Very important,6,Married,Very satisfied,2561,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,2573,3444
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Very satisfied,1637,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Very satisfied,1530,3675
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not very important,1,Divorced,Not at all satisfied,753,670
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not very important,1,Never Married,Fairly satisfied,881,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Not very important,2,Married,Very satisfied,4038,9565
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,1,Separated,Very satisfied,1062,2009
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,2,Divorced,Not very satisfied,2060,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,2,Divorced,Very satisfied,2835,7407
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,2,Living with a partner,Fairly satisfied,3110,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Very satisfied,4552,8071
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,5444,1992
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,1,Divorced,Fairly satisfied,751,1540
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Not very satisfied,1466,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,2,Married,Very satisfied,3768,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,3,Married,Fairly satisfied,2129,3218
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,1202,0
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,4,Married,Very satisfied,6152,8597
Alberta,1,"(48,53]",University certificate or diploma below the bachelor's level,Very important,6,Married,Very satisfied,1925,1942
Alberta,1,"(48,53]","University certificate, diploma or degree above",Not important at all,1,Married,Not very satisfied,999,2041
Alberta,1,"(48,53]","University certificate, diploma or degree above",Not very important,2,Married,Very satisfied,2186,0
Alberta,1,"(48,53]","University certificate, diploma or degree above",Very important,3,Married,Very satisfied,3285,3920
Alberta,1,"(48,53]","University certificate, diploma or degree above",Very important,5,Married,Fairly satisfied,1540,1921
Alberta,1,"(53,58]",Bachelor's degree,Not important at all,2,Married,Very satisfied,2587,0
Alberta,1,"(53,58]",Bachelor's degree,Not very important,1,Never Married,Fairly satisfied,1872,2130
Alberta,1,"(53,58]",Bachelor's degree,Not very important,3,Married,Very satisfied,2063,1315
