province,sex,age_group,education,religion,household_size,marital,feeling_lifes,weight,weight_bs
British Columbia,2,"[18,23]",High school diploma or certificate,Not important at all,3,Never Married,Fairly satisfied,5397,9572
British Columbia,2,"[18,23]",High school diploma or certificate,Not important at all,3,Never Married,Not very satisfied,4289,4786
British Columbia,2,"[18,23]",High school diploma or certificate,Not important at all,3,Never Married,Very satisfied,3689,10161
British Columbia,2,"[18,23]",High school diploma or certificate,Not important at all,4,Never Married,Very satisfied,6055,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not important at all,5,Never Married,Very satisfied,5141,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not very important,2,Never Married,Not very satisfied,3262,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not very important,2,Never Married,Very satisfied,2717,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not very important,3,Never Married,Fairly satisfied,4631,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not very important,4,Never Married,Fairly satisfied,3916,0
British Columbia,2,"[18,23]",High school diploma or certificate,Not very important,5,Never Married,Very satisfied,5465,0
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,1,Never Married,Not very satisfied,645,629
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,3,Living with a partner,Very satisfied,3032,0
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,3,Never Married,Fairly satisfied,1123,2067
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,3,Never Married,Very satisfied,3766,0
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,4,Never Married,Fairly satisfied,6289,0
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,4,Never Married,Very satisfied,16487,20476
British Columbia,2,"[18,23]",High school diploma or certificate,Somewhat important,5,Never Married,Fairly satisfied,2709,5398
British Columbia,2,"[18,23]",High school diploma or certificate,Very important,2,Never Married,Very satisfied,2561,8067
British Columbia,2,"[18,23]",High school diploma or certificate,Very important,4,Never Married,Very satisfied,8202,16531
British Columbia,2,"[18,23]",High school diploma or certificate,Very important,5,Never Married,Not very satisfied,4417,5581
British Columbia,2,"[18,23]",Not stated,Somewhat important,6,Never Married,Very satisfied,6525,0
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Very satisfied,1936,5824
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Somewhat important,1,Never Married,Very satisfied,670,691
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Very important,2,Living with a partner,Fairly satisfied,2399,2495
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Very important,2,Living with a partner,Very satisfied,6109,13325
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Very satisfied,1860,1706
British Columbia,2,"[18,23]",University certificate or diploma below the bachelor's level,Very important,4,Never Married,Very satisfied,4445,0
British Columbia,2,"[18,23]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Fairly satisfied,948,0
British Columbia,2,"(23,28]",Bachelor's degree,Not important at all,1,Never Married,Fairly satisfied,1312,0
British Columbia,2,"(23,28]",Bachelor's degree,Not important at all,1,Never Married,Very satisfied,886,1100
British Columbia,2,"(23,28]",Bachelor's degree,Not important at all,2,Never Married,Very satisfied,1730,6330
British Columbia,2,"(23,28]",Bachelor's degree,Not important at all,4,Never Married,Very satisfied,7864,4003
British Columbia,2,"(23,28]",Bachelor's degree,Not very important,2,Living with a partner,Very satisfied,4262,5096
British Columbia,2,"(23,28]",Bachelor's degree,Not very important,2,Married,Very satisfied,1408,1606
British Columbia,2,"(23,28]",Bachelor's degree,Not very important,3,Married,Very satisfied,1952,4182
British Columbia,2,"(23,28]",Bachelor's degree,Not very important,4,Never Married,Fairly satisfied,1151,1250
British Columbia,2,"(23,28]",Bachelor's degree,Not very important,5,Never Married,Very satisfied,4521,0
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,1970,0
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,2,Living with a partner,Very satisfied,5697,3430
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,2,Married,Very satisfied,1543,1823
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,2,Never Married,Very satisfied,2786,1185
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,3,Married,Fairly satisfied,2016,4752
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,4,Never Married,Fairly satisfied,2618,2765
British Columbia,2,"(23,28]",Bachelor's degree,Somewhat important,5,Never Married,Very satisfied,4786,0
British Columbia,2,"(23,28]",Bachelor's degree,Very important,2,Living with a partner,Very satisfied,1653,3555
British Columbia,2,"(23,28]",Bachelor's degree,Very important,2,Married,Very satisfied,4033,2470
British Columbia,2,"(23,28]",Bachelor's degree,Very important,3,Married,Very satisfied,2931,2568
British Columbia,2,"(23,28]",Bachelor's degree,Very important,3,Never Married,Very satisfied,2297,0
British Columbia,2,"(23,28]",Bachelor's degree,Very important,4,Never Married,Fairly satisfied,2601,0
British Columbia,2,"(23,28]",Bachelor's degree,Very important,5,Never Married,Fairly satisfied,5685,0
British Columbia,2,"(23,28]",High school diploma or certificate,Don't know/ Prefer not to answer,1,Never Married,Very satisfied,1207,2324
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,1,Never Married,Very satisfied,738,878
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,2,Living with a partner,Very satisfied,3614,2495
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,2,Never Married,Not very satisfied,486,1051
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,3,Living with a partner,Very satisfied,1001,0
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,3,Married,Very satisfied,3498,0
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,3,Never Married,Not very satisfied,3437,3796
British Columbia,2,"(23,28]",High school diploma or certificate,Not important at all,4,Never Married,Very satisfied,1031,1361
British Columbia,2,"(23,28]",High school diploma or certificate,Not very important,1,Never Married,Not very satisfied,584,2028
British Columbia,2,"(23,28]",High school diploma or certificate,Not very important,4,Living with a partner,Very satisfied,3594,4323
British Columbia,2,"(23,28]",High school diploma or certificate,Not very important,4,Never Married,Not very satisfied,4304,5187
British Columbia,2,"(23,28]",High school diploma or certificate,Not very important,4,Never Married,Very satisfied,4130,0
British Columbia,2,"(23,28]",High school diploma or certificate,Not very important,5,Married,Fairly satisfied,2471,5750
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,2,Living with a partner,Fairly satisfied,3184,0
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,2,Married,Very satisfied,2100,1989
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,3,Divorced,Fairly satisfied,1230,0
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,3,Never Married,Fairly satisfied,1709,4786
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,3,Never Married,Very satisfied,5935,6093
British Columbia,2,"(23,28]",High school diploma or certificate,Somewhat important,5,Living with a partner,Very satisfied,3665,8717
British Columbia,2,"(23,28]",High school diploma or certificate,Very important,2,Married,Very satisfied,2037,1933
British Columbia,2,"(23,28]",Less than high school diploma,Don't know/ Prefer not to answer,3,Never Married,Very satisfied,2244,11763
British Columbia,2,"(23,28]",Less than high school diploma,Not important at all,1,Never Married,Very satisfied,126,138
British Columbia,2,"(23,28]",Less than high school diploma,Somewhat important,2,Married,Fairly satisfied,3498,4101
British Columbia,2,"(23,28]",Less than high school diploma,Very important,4,Never Married,Fairly satisfied,6099,19499
British Columbia,2,"(23,28]",Not stated,Don't know/ Prefer not to answer,6,Never Married,Don 't know/ Prefer not to answer,6902,7495
British Columbia,2,"(23,28]",Not stated,Not important at all,2,Never Married,Very satisfied,2036,3918
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Fairly satisfied,1047,1375
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,629,891
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,2,Divorced,Fairly satisfied,2710,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Very satisfied,2856,1963
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,3,Living with a partner,Very satisfied,1240,1350
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not important at all,3,Never Married,Very satisfied,1943,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,1,Never Married,Not very satisfied,1472,4421
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,2,Living with a partner,Very satisfied,2130,2512
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,3,Never Married,Fairly satisfied,1785,4002
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,3,Never Married,Very satisfied,2332,4482
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,4,Living with a partner,Fairly satisfied,2096,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Very satisfied,1202,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Fairly satisfied,1911,1962
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Very satisfied,3823,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Somewhat important,3,Living with a partner,Fairly satisfied,2016,2376
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Somewhat important,3,Never Married,Very satisfied,2447,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Somewhat important,4,Living with a partner,Very satisfied,984,1284
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Very important,2,Never Married,Not very satisfied,2953,0
British Columbia,2,"(23,28]",University certificate or diploma below the bachelor's level,Very important,4,Living with a partner,Fairly satisfied,2687,8609
British Columbia,2,"(23,28]","University certificate, diploma or degree above",Not important at all,2,Married,Very satisfied,2815,0
British Columbia,2,"(23,28]","University certificate, diploma or degree above",Not very important,1,Never Married,Very satisfied,1354,0
British Columbia,2,"(28,33]",Bachelor's degree,Not important at all,2,Living with a partner,Fairly satisfied,958,1729
British Columbia,2,"(28,33]",Bachelor's degree,Not important at all,2,Married,Fairly satisfied,1267,1450
British Columbia,2,"(28,33]",Bachelor's degree,Not important at all,2,Married,Not very satisfied,1414,1311
British Columbia,2,"(28,33]",Bachelor's degree,Not important at all,3,Living with a partner,Very satisfied,1067,1941
British Columbia,2,"(28,33]",Bachelor's degree,Not important at all,4,Never Married,Fairly satisfied,2616,8504
British Columbia,2,"(28,33]",Bachelor's degree,Not very important,2,Married,Very satisfied,2679,7010
British Columbia,2,"(28,33]",Bachelor's degree,Not very important,2,Never Married,Very satisfied,813,0
British Columbia,2,"(28,33]",Bachelor's degree,Not very important,3,Married,Very satisfied,983,0
British Columbia,2,"(28,33]",Bachelor's degree,Not very important,4,Married,Very satisfied,958,864
British Columbia,2,"(28,33]",Bachelor's degree,Not very important,5,Married,Fairly satisfied,1914,0
British Columbia,2,"(28,33]",Bachelor's degree,Somewhat important,1,Never Married,Not very satisfied,1269,2051
British Columbia,2,"(28,33]",Bachelor's degree,Somewhat important,1,Never Married,Very satisfied,893,0
British Columbia,2,"(28,33]",Bachelor's degree,Somewhat important,3,Never Married,Fairly satisfied,3448,3052
British Columbia,2,"(28,33]",Bachelor's degree,Somewhat important,5,Married,Very satisfied,2444,0
British Columbia,2,"(28,33]",Bachelor's degree,Very important,1,Never Married,Very satisfied,1098,1133
British Columbia,2,"(28,33]",Bachelor's degree,Very important,2,Married,Very satisfied,9116,8654
British Columbia,2,"(28,33]",Bachelor's degree,Very important,2,Never Married,Fairly satisfied,1220,1377
British Columbia,2,"(28,33]",Bachelor's degree,Very important,4,Married,Very satisfied,2953,0
British Columbia,2,"(28,33]",High school diploma or certificate,Don't know/ Prefer not to answer,4,Married,Very satisfied,1448,1486
British Columbia,2,"(28,33]",High school diploma or certificate,Not important at all,3,Married,Very satisfied,6668,6947
British Columbia,2,"(28,33]",High school diploma or certificate,Not very important,1,Never Married,Very satisfied,1545,0
British Columbia,2,"(28,33]",High school diploma or certificate,Not very important,3,Never Married,Very satisfied,2766,3582
British Columbia,2,"(28,33]",High school diploma or certificate,Somewhat important,1,Never Married,Fairly satisfied,893,0
British Columbia,2,"(28,33]",High school diploma or certificate,Somewhat important,3,Never Married,Very satisfied,2969,0
British Columbia,2,"(28,33]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,1046,1120
British Columbia,2,"(28,33]",High school diploma or certificate,Very important,2,Married,Fairly satisfied,5557,10331
British Columbia,2,"(28,33]",High school diploma or certificate,Very important,3,Married,Very satisfied,1796,1785
British Columbia,2,"(28,33]",High school diploma or certificate,Very important,5,Married,Very satisfied,2286,0
British Columbia,2,"(28,33]",High school diploma or certificate,Very important,5,Never Married,Very satisfied,683,0
British Columbia,2,"(28,33]",Less than high school diploma,Not important at all,1,Never Married,Very satisfied,1538,1574
British Columbia,2,"(28,33]",Less than high school diploma,Somewhat important,2,Never Married,Not very satisfied,2274,5344
British Columbia,2,"(28,33]",Less than high school diploma,Very important,6,Married,Very satisfied,2664,0
British Columbia,2,"(28,33]",Not stated,Somewhat important,2,Living with a partner,Very satisfied,1582,1883
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Don't know/ Prefer not to answer,1,Never Married,Very satisfied,1092,2035
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,1,Never Married,Very satisfied,3675,6719
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Fairly satisfied,6326,5656
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Very satisfied,1712,2162
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Fairly satisfied,1798,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Very satisfied,3869,7356
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Fairly satisfied,1796,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,3,Married,Very satisfied,2121,2254
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,4,Living with a partner,Very satisfied,1712,2162
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not important at all,4,Married,Very satisfied,1652,4343
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not very important,3,Married,Very satisfied,1647,1696
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Not very important,4,Never Married,Very satisfied,4294,3614
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,1279,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Fairly satisfied,1711,1761
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,1435,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Fairly satisfied,744,1826
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Not very satisfied,893,1583
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,1,Never Married,Very satisfied,495,471
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,3,Never Married,Not very satisfied,3058,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,4,Never Married,Fairly satisfied,2442,0
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,5,Separated,Very satisfied,2860,8007
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,6,Married,Fairly satisfied,1239,3300
British Columbia,2,"(28,33]",University certificate or diploma below the bachelor's level,Very important,6,Married,Very satisfied,2522,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Don't know/ Prefer not to answer,2,Married,Don 't know/ Prefer not to answer,2722,5084
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not important at all,2,Married,Not very satisfied,1817,4238
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not important at all,2,Married,Very satisfied,908,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not important at all,5,Married,Very satisfied,3158,2757
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not very important,2,Married,Very satisfied,1222,2135
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not very important,3,Married,Fairly satisfied,1177,2396
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Not very important,3,Married,Very satisfied,3584,3433
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Very satisfied,853,752
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,2,Married,Very satisfied,3409,3678
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,2,Never Married,Fairly satisfied,3801,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Somewhat important,3,Married,Very satisfied,1069,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Very important,1,Divorced,Very satisfied,1352,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Very important,1,Never Married,Fairly satisfied,1046,0
British Columbia,2,"(28,33]","University certificate, diploma or degree above",Very important,3,Married,Very satisfied,1988,2465
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,1,Never Married,Not very satisfied,536,573
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,1,Never Married,Very satisfied,552,501
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,2,Married,Very satisfied,1746,1600
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,2,Never Married,Very satisfied,1914,0
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,3,Married,Very satisfied,1143,0
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,3,Never Married,Very satisfied,7339,0
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,3,Separated,Very satisfied,1210,2384
British Columbia,2,"(33,38]",Bachelor's degree,Not important at all,4,Married,Very satisfied,1783,0
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,1,Never Married,Very satisfied,783,1696
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,1,Separated,Not very satisfied,834,0
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,2,Living with a partner,Very satisfied,1535,3137
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,2,Married,Fairly satisfied,3770,3930
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,2,Never Married,Very satisfied,1973,4229
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,3,Married,Very satisfied,1770,1514
British Columbia,2,"(33,38]",Bachelor's degree,Not very important,4,Married,Very satisfied,1067,970
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,2,Living with a partner,Very satisfied,848,781
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,3,Divorced,Very satisfied,532,0
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,3,Never Married,Fairly satisfied,702,0
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,4,Married,Fairly satisfied,1383,0
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,3481,4974
British Columbia,2,"(33,38]",Bachelor's degree,Somewhat important,5,Married,Very satisfied,2414,2799
British Columbia,2,"(33,38]",Bachelor's degree,Very important,2,Never Married,Fairly satisfied,1695,0
British Columbia,2,"(33,38]",Bachelor's degree,Very important,2,Never Married,Very satisfied,2817,3247
British Columbia,2,"(33,38]",Bachelor's degree,Very important,3,Married,Fairly satisfied,1187,0
British Columbia,2,"(33,38]",Bachelor's degree,Very important,3,Married,Very satisfied,2597,3825
British Columbia,2,"(33,38]",Bachelor's degree,Very important,4,Married,Fairly satisfied,1260,1347
British Columbia,2,"(33,38]",Bachelor's degree,Very important,4,Married,Very satisfied,2121,4376
British Columbia,2,"(33,38]",Bachelor's degree,Very important,5,Married,Very satisfied,1790,866
British Columbia,2,"(33,38]",High school diploma or certificate,Not important at all,1,Living with a partner,Fairly satisfied,452,0
British Columbia,2,"(33,38]",High school diploma or certificate,Not important at all,1,Never Married,Fairly satisfied,409,1188
British Columbia,2,"(33,38]",High school diploma or certificate,Not important at all,4,Married,Very satisfied,3242,1610
British Columbia,2,"(33,38]",High school diploma or certificate,Not important at all,5,Living with a partner,Very satisfied,1737,1244
British Columbia,2,"(33,38]",High school diploma or certificate,Not very important,3,Separated,Very satisfied,1269,0
British Columbia,2,"(33,38]",High school diploma or certificate,Somewhat important,3,Never Married,Fairly satisfied,4919,4891
British Columbia,2,"(33,38]",High school diploma or certificate,Somewhat important,5,Married,Very satisfied,5263,13785
British Columbia,2,"(33,38]",High school diploma or certificate,Somewhat important,6,Living with a partner,Very satisfied,3063,5777
British Columbia,2,"(33,38]",High school diploma or certificate,Very important,1,Never Married,Fairly satisfied,954,0
British Columbia,2,"(33,38]",High school diploma or certificate,Very important,1,Never Married,Very satisfied,967,0
British Columbia,2,"(33,38]",High school diploma or certificate,Very important,3,Divorced,Fairly satisfied,496,0
British Columbia,2,"(33,38]",High school diploma or certificate,Very important,5,Married,Very satisfied,2178,0
British Columbia,2,"(33,38]",High school diploma or certificate,Very important,6,Married,Very satisfied,10080,16406
British Columbia,2,"(33,38]",Less than high school diploma,Not very important,4,Married,Very satisfied,4753,0
British Columbia,2,"(33,38]",Less than high school diploma,Somewhat important,4,Married,Fairly satisfied,2826,2906
British Columbia,2,"(33,38]",Less than high school diploma,Somewhat important,4,Never Married,Not at all satisfied,2036,5782
British Columbia,2,"(33,38]",Not stated,Don't know/ Prefer not to answer,1,Never Married,Fairly satisfied,452,446
British Columbia,2,"(33,38]",Not stated,Not important at all,5,Married,Fairly satisfied,1487,3234
British Columbia,2,"(33,38]",Not stated,Not very important,2,Living with a partner,Fairly satisfied,1493,1585
British Columbia,2,"(33,38]",Not stated,Very important,3,Married,Very satisfied,2948,3034
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Don't know/ Prefer not to answer,1,Never Married,Don 't know/ Prefer not to answer,783,1696
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Don't know/ Prefer not to answer,1,Never Married,Not at all satisfied,1536,2145
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Don't know/ Prefer not to answer,2,Never Married,Very satisfied,817,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,2,Living with a partner,Very satisfied,1652,5791
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,2,Married,Very satisfied,2812,5232
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,4,Living with a partner,Very satisfied,803,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,4,Married,Very satisfied,1952,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,4,Separated,Fairly satisfied,1893,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not important at all,4,Separated,Very satisfied,707,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,2,Married,Very satisfied,912,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,3,Married,Very satisfied,2854,2630
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,4,Living with a partner,Very satisfied,914,979
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,4,Married,Fairly satisfied,1132,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Not very important,5,Married,Fairly satisfied,1858,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,2,Married,Very satisfied,1607,1634
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,2,Never Married,Fairly satisfied,2460,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,3,Married,Very satisfied,1585,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Somewhat important,4,Married,Very satisfied,3581,2897
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,1,Married,Very satisfied,694,1037
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Divorced,Very satisfied,1123,971
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Married,Fairly satisfied,2311,2431
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,3,Married,Very satisfied,473,0
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,4,Married,Very satisfied,4040,1389
British Columbia,2,"(33,38]",University certificate or diploma below the bachelor's level,Very important,6,Married,Very satisfied,6363,0
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,1,Living with a partner,Very satisfied,522,1121
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,1,Never Married,Fairly satisfied,819,0
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,2,Married,Very satisfied,2438,4485
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,3,Married,Very satisfied,1746,3199
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,4,Married,Very satisfied,1949,2020
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not important at all,5,Married,Very satisfied,2612,4918
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not very important,1,Never Married,Fairly satisfied,885,1791
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not very important,4,Married,Fairly satisfied,1607,4902
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Not very important,4,Married,Very satisfied,3037,0
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,1,Never Married,Very satisfied,981,1069
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,3,Married,Very satisfied,5179,3005
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,4,Married,Fairly satisfied,870,0
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Somewhat important,4,Married,Very satisfied,1380,1153
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Very important,1,Never Married,Fairly satisfied,529,503
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Very important,2,Living with a partner,Very satisfied,629,594
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Very important,4,Divorced,Very satisfied,561,2059
British Columbia,2,"(33,38]","University certificate, diploma or degree above",Very important,4,Married,Very satisfied,1676,5446
British Columbia,2,"(38,43]",Bachelor's degree,Not important at all,3,Living with a partner,Fairly satisfied,774,0
British Columbia,2,"(38,43]",Bachelor's degree,Not important at all,3,Married,Very satisfied,3225,2477
British Columbia,2,"(38,43]",Bachelor's degree,Not important at all,3,Separated,Very satisfied,413,888
British Columbia,2,"(38,43]",Bachelor's degree,Not important at all,4,Married,Very satisfied,1424,0
British Columbia,2,"(38,43]",Bachelor's degree,Not very important,2,Married,Fairly satisfied,1411,0
British Columbia,2,"(38,43]",Bachelor's degree,Not very important,4,Married,Fairly satisfied,473,0
British Columbia,2,"(38,43]",Bachelor's degree,Not very important,4,Married,Very satisfied,2243,0
British Columbia,2,"(38,43]",Bachelor's degree,Not very important,5,Married,Very satisfied,4072,9611
British Columbia,2,"(38,43]",Bachelor's degree,Somewhat important,2,Living with a partner,Very satisfied,2097,0
British Columbia,2,"(38,43]",Bachelor's degree,Somewhat important,3,Married,Fairly satisfied,848,819
British Columbia,2,"(38,43]",Bachelor's degree,Somewhat important,4,Married,Very satisfied,7798,6820
